Unnamed: 0,title,link,post_index,date,have_chaolianjie,have_newmedia,have_tupian1yinpin1shipin,is_origin,read_num,like_num,old_like_num,lis_content,lis_content_like_num,lis_auther_reply,lis_auther_like_num,content
693,陈航英｜新型农业主体的兴起与“小农经济”处境的再思考——以皖南河镇为例,http://mp.weixin.qq.com/s?__biz=MzA4Mjg3MTYyMA==&mid=225885984&idx=1&sn=6b54bd295129c87d32d50131889bd90b&chksm=177d0b0b200a821de4ee04cff62baae0cb6076489145f096ccb81afb5c0b3b3852e192d7b866#rd,1,2015-10-13,0.0,1.0,1.0,1.0,467.0,0.0,3.0,,,,,
692,贺雪峰｜为谁的农业现代化,http://mp.weixin.qq.com/s?__biz=MzA4Mjg3MTYyMA==&mid=400140944&idx=1&sn=c48178a6b5d07bb0a6399ef1011d29f2&chksm=0dd21ebb3aa597adcddd25bd90dc3d9eb653784889b0e812608e668445f2dd4a6e1482e605aa#rd,1,2015-10-17,0.0,1.0,1.0,1.0,1122.0,0.0,8.0,大部分国民已解决了温饱问题，要提倡过午不食，晚饭不吃，可用八宝稀饭或瓜果汁饮食，尽量不吃夜宵。并尽量不吃烧烤油炸生冷食品，减少疾病，可省1/5主粮，改变饮食结构，逐步以副食瓜果蔬菜为主，有了人们的健康，才会有更好的工作。,0,nan,nan,
691,黄瑜 | 大资本农场不能打败家庭农场吗？——华南地区对虾养殖业的资本化过程,http://mp.weixin.qq.com/s?__biz=MzA4Mjg3MTYyMA==&mid=401336937&idx=1&sn=e7fdc2e1fd2e87f7e11a70a8c01435f0&chksm=0de05e423a97d75476478a912f34f3c827b13aa42ad858d7467dd8040208b51c70b1d161bb4d#rd,1,2015-10-27,0.0,1.0,1.0,1.0,1079.0,1.0,7.0,,,,,
690,丛小平｜从“婚姻自由”到“婚姻自主”：20世纪40年代陕甘宁边区婚姻的重塑,http://mp.weixin.qq.com/s?__biz=MzA4Mjg3MTYyMA==&mid=401426176&idx=1&sn=eed2f8bf188ea5b2d39c05dab0781dd6&chksm=0de6f32b3a917a3d617d47ddbd2477e7a6e493d74f8aff9cd81e05ebf1ec8b5867501157ef2a#rd,1,2015-10-28,0.0,1.0,1.0,1.0,890.0,1.0,4.0,,,,,
689,廉如鉴｜土改时期的“左”倾现象何以发生,http://mp.weixin.qq.com/s?__biz=MzA4Mjg3MTYyMA==&mid=402236401&idx=1&sn=d1183f9389f9b9e26f807412244be510#rd,1,2015-11-4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,
688,廉如鉴｜土改时期的“左”倾现象何以发生,http://mp.weixin.qq.com/s?__biz=MzA4Mjg3MTYyMA==&mid=402236542&idx=1&sn=846e6208b17df591a5634a8d69659b4d&chksm=0df210553a859943d3605d6d47baccaac863c0774033bf2614106e07513d2acddd84a85cdcff#rd,1,2015-11-4,0.0,1.0,1.0,1.0,1497.0,3.0,14.0,历史原来如此,0,nan,nan,
687,欧树军｜反思民主，探寻民主,http://mp.weixin.qq.com/s?__biz=MzA4Mjg3MTYyMA==&mid=402442818&idx=1&sn=c7456680e7f4ec17ed421a882f9be9f6&chksm=0df77e693a80f77ff0a3e7fe96409f68e39d56b6c037f0f003d6c9fe61c28ea3d27457fd1c72#rd,1,2015-11-6,0.0,1.0,1.0,0.0,778.0,0.0,3.0,,,,,
686,官文娜｜日本企业理念与日本宗教伦理 ——以近世住友家法为中心,http://mp.weixin.qq.com/s?__biz=MzA4Mjg3MTYyMA==&mid=402516592&idx=1&sn=728b3871cdf1a8df32e15510c74f9358&chksm=0df65e5b3a81d74db98d5c36bd27d172e045ae9f7f1571ac66b2e15801ce961d4ef48e6d8bf5#rd,1,2015-11-7,0.0,1.0,1.0,1.0,508.0,0.0,3.0,您好，我们是北京佛教文化研究所公众号“师道大学堂”，请问可否给我们一个可以编辑标题和版式的授权，我们想在公众号发布一下贵刊的这篇原创文章。盼回复，感恩。17701037629 子凡,1,可以授权。请保留原文标题、署名，并注明刊期。,1,
685,孙新华│农业规模经营主体的兴起与突破性农业转型——以皖南河镇为例,http://mp.weixin.qq.com/s?__biz=MzA4Mjg3MTYyMA==&mid=402659285&idx=1&sn=7f938fa4294250b71785c8e1566040bb&chksm=020ba3fe357c2ae8e69c580bef65b12349f8f097712633e0c34291db850ab256250d6fde177c#rd,1,2015-11-9,0.0,1.0,1.0,1.0,455.0,0.0,2.0,,,,,
684,董丽敏｜“性别”的生产及其政治性危机——对新时期中国妇女研究的一种反思,http://mp.weixin.qq.com/s?__biz=MzA4Mjg3MTYyMA==&mid=402985552&idx=1&sn=671ea85d7a28396245e5a3cce560f815&chksm=020ea67b35792f6d39a4f9cefbc52c5bd4ace1a937c64427aa1841686aa228023bc75cbc20f4#rd,1,2015-11-12,0.0,1.0,1.0,1.0,1167.0,0.0,7.0,,,,,
683,《开放时代》2015年第6期,http://mp.weixin.qq.com/s?__biz=MzA4Mjg3MTYyMA==&mid=403136350&idx=1&sn=8944361a4cad0e5c490441c09ada3495&chksm=020ceb75357b6263345f9ae98b00ffb191da8f63df3e2d5575cc1e69a1d90f296e2655ceb22a#rd,1,2015-11-14,0.0,1.0,1.0,0.0,1775.0,0.0,11.0,好文开放是件大好事！,2,nan,nan,
682,黄佩璇  黎汉基｜移民、疆界与公民身份——以戴维·米勒的观点为讨论中心,http://mp.weixin.qq.com/s?__biz=MzA4Mjg3MTYyMA==&mid=403185979&idx=1&sn=0ddc7a739e0fb030382fb96bf7b817ab&chksm=0203951035741c064f375875684099754e8f67da80367081093bbf699a1083b97da5b1b377e0#rd,1,2015-11-15,0.0,1.0,1.0,1.0,524.0,0.0,1.0,,,,,
681,黄宗智｜问题意识与学术研究：五十年的回顾,http://mp.weixin.qq.com/s?__biz=MzA4Mjg3MTYyMA==&mid=403317504&idx=1&sn=2eecc2a9a0061050da3d903620d5431f&chksm=0201972b35761e3d10ea1b2b95f52044b5792890617b5b48b7c3e28f79800836f9b8f5e5384e#rd,1,2015-11-16,0.0,1.0,1.0,1.0,6430.0,6.0,32.0,,,,,
680,任焰  张莎莎 | 儿童劳动与家庭再生产：一个粤西农村的经验研究,http://mp.weixin.qq.com/s?__biz=MzA4Mjg3MTYyMA==&mid=403369043&idx=1&sn=817a88167c6a4e09e668cf8284df1d96&chksm=020158783576d16ed23cfbc5d28cc2340272749c12abc161841f370be7ebd50459c162e1538a#rd,1,2015-11-17,0.0,1.0,1.0,1.0,1030.0,1.0,4.0,,,,,
679,杨奎松｜重归“人民”路——新政权对反坏分子定性、改造的一个个案考察,http://mp.weixin.qq.com/s?__biz=MzA4Mjg3MTYyMA==&mid=403507207&idx=1&sn=4a45b6aa993448308b1409072a4ede47&chksm=0206bc2c3571353adcc62eac80d56bf32dec4b18cbfdfc3be5b0f4cdf717b2102c7df0c24cb4#rd,1,2015-11-18,0.0,1.0,1.0,1.0,1795.0,0.0,4.0,,,,,
