,year,month,year_month,account_name,monthly_articles,monthly_posts,monthly_read_10000_more,monthly_articles_origin,monthly_first_have_chaolianjie,monthly_first_have_newmedia,monthly_first_have_tupian1yinpin1shipin,monthly_likes_sum,monthly_old_likes_sum,monthly_likes_mean,monthly_old_likes_mean,monthly_likes_mean_first_post,monthly_old_likes_mean_first_post,monthly_likes_max,monthly_read_sum,monthly_read_mean,monthly_read_first_post,monthly_read_max,monthly_content_num,monthly_auther_reply_num,monthly_content_like_num,monthly_auther_like_num,monthly_titles
0,2017,1,2017-1,人文杂志,9.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.6666666666666666,0.0,0.75,0.0,848.0,94.22222222222223,0.0,345.0,1.0,0.0,0.0,0.0,杨慧林 |“何以译诗”与“诗何以译”——以来华传教士的西诗译介为例☀石碧球 | 西方近代自然法观念的历史流变☀卢现祥 | 供给侧结构性改革：从资源重新配置追赶型经济转向创新驱动型经济☀段忠桥 | 分配正义、剥削与按劳分配——答孔陆泉先生【上】☀段忠桥 | 分配正义、剥削与按劳分配——答孔陆泉先生【下】☀《人文杂志》2017年第1期☀朱富强 | 马克思经济学制度研究的基本路线——从本质到现象的五层次分析及其阐释☀高传胜 | 社会企业、国有企业改革与社会创业创新☀臧知非 | 简牍所见秦和汉初田亩制度的几个问题——以阡陌封埒的演变为核心
1,2017,2,2017-2,人文杂志,6.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,0.16666666666666666,1.3333333333333333,0.16666666666666666,1.3333333333333333,1.0,428.0,71.33333333333333,0.16666666666666666,149.0,0.0,0.0,0.0,0.0,王 李 | 小微金融的发展诉求：困境、路径与展——基于金融供给主体的视角☀赵本义 郭禹宏 | 西方古典哲学具体范畴的历史演进☀袁祖社 |“非制度化生存”：社会诚信伦理精神的缺失及其矫治☀《人文杂志》2017年第2期☀陈柏峰 | 中国传媒的商业性和利益场☀王子今 | 秦始皇直道起点辨正
2,2017,3,2017-3,人文杂志,12.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,68.0,0.08333333333333333,5.666666666666667,0.1,5.5,1.0,5926.0,493.8333333333333,0.1,2417.0,2.0,0.0,2.0,0.0,王保忠 李忠民 | 何炼成经济学思想评述☀刘成纪 | 古琴在中国早期艺术中的定位和价值面向☀张 法 | 豆：作为中国远古陶器之美☀易冬冬 | 中国早期丧仪对悲感的审美表达☀范立舟 | 范仲淹、张载思想授受关系的历史考察☀《人文杂志》2017年第3期☀赵汀阳 | 艺术的本意与意义链☀王 宁 | 自目的性和部落主义:消费社会学研究的新范式☀李帆 | 浅析清末民初历史教科书中的“国耻”与“亡国”话语☀张 雷 白永秀 | 土地信托流转的适应性：基于陕西省杨陵区的案例分析☀《人文杂志》2016 年“人大复印报刊资料”全文转载统计☀王 李 | 小微金融的发展诉求：困境、路径与展望——基于金融供给主体的视角
3,2017,4,2017-4,人文杂志,10.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,27.0,0.1,2.7,0.14285714285714285,3.7142857142857144,1.0,1713.0,171.3,0.14285714285714285,525.0,1.0,0.0,0.0,0.0,彭秋归 | 当前中国哲学社会科学网络话语权的审视与构建☀房地产业发展问题研究☀董 藩 董文婷 | 发达国家房地产业发展经验及其对我国供给侧改革的启示☀王 盛 胡锈腾 李雪韵 | 城市资本存量估算及与房地产价格的影响关系——以上海为例☀李腊生 樊 星 陈福静 | 基于我国居民家庭资产选择偏好的房价泡沫测定☀干春松 | 康有为政治哲学的人性论基础——以《孟子微》为中心☀《人文杂志》2017年第4期☀《人文杂志》在人大复印报刊资料2016年度转载指数排名中获佳绩☀闵学勤 | 社会实验：嵌入协商治理的可能及可为——以南京市鼓楼区社区协商实验为例☀李金铮 | 近代中国耕地“红线”之争
4,2017,5,2017-5,人文杂志,9.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,30.0,0.1111111111111111,3.3333333333333335,0.1111111111111111,3.3333333333333335,1.0,1590.0,176.66666666666666,0.1111111111111111,413.0,3.0,0.0,0.0,0.0,蓝勇 | 巴蜀历史发展中“唐代断痕”问题 ——兼论中国古代的低生产力势力与战争负能量问题☀严若森 祁浩 | 政治关联对家族企业税收激进行为的影响：社会情感财富理论视角☀姚金伟 | 丝绸之路经济带核心区支线建设研究——以重要节点阿克苏为例☀《人文杂志》2016年度刊文转载复印量再创新高☀刘 凯 | 美元本位、全球经济失衡与人民币国际化☀吾 淳 |“连续”与“突破”：张光直历史理论的要义、贡献及问题☀《人文杂志》2017年第5期☀何祎金 | 开放现代性及其挑战：韦伯个案的中国观察☀冯建勇 | “现代化”叙事中的边疆认知与边疆实践——国民政府时期边疆开发运动的多重图景
5,2017,6,2017-6,人文杂志,6.0,6.0,0.0,0.0,0.0,1.0,1.0,3.0,21.0,0.5,3.5,0.5,3.5,3.0,1627.0,271.1666666666667,0.5,524.0,0.0,0.0,0.0,0.0,郭豫媚 刘哲希 陈彦斌 | 中国富豪的巨额财富积累来源于科技创新吗？☀朱建平 | 亚里士多德逻辑的现代性研究☀李若晖 | 虚妄的“道体”：思想变迁下的经典诠释☀“《资本论》与中国特色社会主义政治经济学”研讨会 ——纪念《人文杂志》创刊60周年研讨会征文启事☀《人文杂志》2017年第6期☀王忠武 | 发展为体，模式为用——论中国发展模式建构的体用逻辑
6,2017,7,2017-7,人文杂志,10.0,10.0,0.0,0.0,0.0,1.0,1.0,2.0,34.0,0.2,3.4,0.2,3.4,1.0,2405.0,240.5,0.2,671.0,4.0,0.0,3.0,0.0,赵毅衡 | 范畴与筹划：思维对意义世界的重要作用☀张炜 | 预期、货币政策与房地产泡沫空间溢出新趋势解析——基于消费者选择偏好视角下的经验验证☀朱富强 | 如何理解新结构经济学的GIFF框架：内在逻辑、现实应用和方法论意义☀刘清平 | 缺失意志自由的人生自由——斯宾诺莎自由观的悖论解析☀林光华 | 无待自然与有待自然——《老子》之“自然”及其当代意义☀《人文杂志》2017年第7期☀陈友华 许加明 | 社会工作专业权威建构：现状、问题与思考☀代国玺 | 概念遮覆：公羊学所谓“三世”的旧义与新诠☀谢贵安 | 明清史学与中国史学近代转型研究刍议☀武玲娣 杨建飞 | 拉赫曼和卢卡斯预期理论的比较研究
7,2017,8,2017-8,人文杂志,8.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,36.0,0.125,4.5,0.14285714285714285,4.714285714285714,1.0,4040.0,505.0,0.14285714285714285,1586.0,1.0,0.0,0.0,0.0,谢安世 | 优势集聚与经济增长：基于方法论视角的分析☀“《资本论》与中国特色社会主义政治经济学” 研讨会 —— 纪念《人文杂志》创刊60周年研讨会征文启事☀任保平 张 蓓 | 新常态下我国地方经济增长质量的转型及其宏观调控的转向☀陈赟 |《庄子·逍遥游》的文本逻辑与思想结构☀张瀚墨 | 论文本阐释策略的选择——以王弼本《老子》第四十一章为例☀《人文杂志》2017年第8期☀王先明 焦雨楠 | 近代中国民主政治建设路径的探索与思考——柳镛泰《职业代表制：近代中国的民主遗产》评析☀陆正兰 | 论音乐-空间文本
8,2017,9,2017-9,人文杂志,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,0.0,4.0,0.0,4.0,0.0,1381.0,345.25,0.0,550.0,0.0,0.0,0.0,0.0,《人文杂志》2017年第9期☀吴忠民 | 20世纪在中国历史上的重大标识意义——20世纪中国“V字型”历程分析☀黄兴涛 | 抗战前后“民族英雄”问题的讨论与“汉奸”“华奸”之辩——以现代中华民族观念的影响为视角☀陈望衡 | 《楚辞》与中华美学的浪漫精神
9,2017,10,2017-10,人文杂志,7.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,44.0,0.42857142857142855,6.285714285714286,0.6,6.8,2.0,2957.0,422.42857142857144,0.6,955.0,4.0,1.0,0.0,0.0,建设中国特色哲学社会科学与学术期刊的历史使命暨纪念《人文杂志》创刊60周年研讨会召开☀60周年特刊专题 | 《资本论》与中国特色社会主义政治经济学研究☀邱海平 | 《资本论》与中国特色社会主义政治经济学的辩证关系☀高帆 | ”资本吮吸理论”及其对中国经济发展的启示☀《人文杂志》2017年第10期☀陈其泰 | 论古代史家的信史追求☀列斐伏尔的社会空间理论批判
