,year,month,year_month,account_name,monthly_articles,monthly_posts,monthly_read_10000_more,monthly_articles_origin,monthly_first_have_chaolianjie,monthly_first_have_newmedia,monthly_first_have_tupian1yinpin1shipin,monthly_likes_sum,monthly_old_likes_sum,monthly_likes_mean,monthly_old_likes_mean,monthly_likes_mean_first_post,monthly_old_likes_mean_first_post,monthly_likes_max,monthly_read_sum,monthly_read_mean,monthly_read_first_post,monthly_read_max,monthly_content_num,monthly_auther_reply_num,monthly_content_like_num,monthly_auther_like_num,monthly_titles
0,2017,1,2017-1,浙江社会科学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2017,2,2017-2,浙江社会科学,5.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,171.0,0.2,34.2,0.2,34.2,1.0,7571.0,1514.2,0.2,4300.0,0.0,0.0,0.0,0.0,21世纪分离主义：原因、趋势和教训☀2017年第2期期刊要览☀“微时代”：美学批评的空间意识建构☀为什么外国法☀2017年第1期期刊要览
2,2017,3,2017-3,浙江社会科学,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,7.666666666666667,0.0,7.666666666666667,0.0,779.0,259.6666666666667,0.0,339.0,0.0,0.0,0.0,0.0,2017年第3期期刊要览☀国家制度的价值标准和取舍原则☀“文明-国家”的自觉： 中国道路与中国政治话语的建构
3,2017,4,2017-4,浙江社会科学,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,6.333333333333333,0.0,6.333333333333333,0.0,1439.0,479.6666666666667,0.0,601.0,0.0,0.0,0.0,0.0,论经学与诗性思维的关系☀2017年第4期期刊要览☀心学的精神价值： 活泼泼的生活世界
4,2017,5,2017-5,浙江社会科学,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,55.0,0.0,11.0,0.0,11.0,0.0,3671.0,734.2,0.0,2455.0,0.0,0.0,0.0,0.0,科学与人性的冲突及其可能的未来 ——读爱德华•威尔逊《知识大融通》☀2017年第5期期刊要览☀还原正当程序的本质 ——“正当过程”的程序观及其方法论意义☀论王阳明对道术的批判☀阿里巴巴为什么产生在杭州？
5,2017,6,2017-6,浙江社会科学,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,6.0,0.0,6.0,0.0,1659.0,553.0,0.0,753.0,0.0,0.0,0.0,0.0,梁启超的自由观： 在国族与个人之间☀2017年第6期期刊要览☀国际传播视域中的新世界主义： “命运共同体”理念的流变过程及动力机制研究
6,2017,7,2017-7,浙江社会科学,6.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,40.0,0.16666666666666666,6.666666666666667,0.16666666666666666,6.666666666666667,1.0,3808.0,634.6666666666666,0.16666666666666666,1650.0,0.0,0.0,0.0,0.0,面对改革开放：当代中国政治学的三种新选择☀建构、互通与自主：当代中国政治学的话语体系建设☀知识体系建构与中国政治学的发展☀2017年第7期期刊要览☀国家/国民、国家/民族：国家认同的两个面向☀远去的野性与永久的魅力
7,2017,8,2017-8,浙江社会科学,5.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,22.0,0.2,4.4,0.2,4.4,1.0,2692.0,538.4,0.2,1247.0,0.0,0.0,0.0,0.0,国家机构现代化视角下之监察机制改革 ——以香港廉政公署为借鉴☀如何监督监督者？——兼谈对监察委员会的诉讼监督问题☀全国人大常委会“试点授权”要素论 ——基于《立法法》第13条的规范性思考☀2017年第8期期刊要览☀“新文学地理学”学术体系之建构
8,2017,9,2017-9,浙江社会科学,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,3.0,0.0,3.0,0.0,523.0,261.5,0.0,412.0,0.0,0.0,0.0,0.0,2017年第9期期刊要览☀作为一种方法的文学叙事 ——论莫洛亚传记作品中的批评意识
9,2017,10,2017-10,浙江社会科学,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,50.0,0.0,8.333333333333334,0.0,8.333333333333334,0.0,3772.0,628.6666666666666,0.0,935.0,0.0,0.0,0.0,0.0,侵犯公民个人信息案件之“批量公民个人信息”的数量认定规则 ——《解释》第11条第3款评析☀法秩序统一性视域下“违反国家有关规定”的应然解释——《关于办理侵犯公民个人信息刑事案件适用法律若干问题的解释》第2条评析☀“公民个人信息”的权利属性与刑法保护思路☀2017年第10期期刊要览☀浙学的当下启示：性质、定位与特征☀高举“浙学”旗帜，建设精神富有的文化浙江
10,2017,11,2017-11,浙江社会科学,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,6.5,0.0,6.5,0.0,852.0,426.0,0.0,489.0,0.0,0.0,0.0,0.0,2017年第11期期刊要览☀文学经典的大数据分析与文化增殖
11,2017,12,2017-12,浙江社会科学,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,45.0,0.0,7.5,0.0,7.5,0.0,2465.0,410.8333333333333,0.0,790.0,0.0,0.0,0.0,0.0,2017年第12期期刊要览☀20世纪90年代以来西方“关键词批评”发展检视☀消费者个人信息保护规则之检讨与重塑——以隐私控制理论为基础☀互联网时代倒卖车票罪的规范解读 ——有偿抢票服务入罪论☀电子支付中的四方关系及其规范架构☀关于中国金融风险防范与控制的几个重大理论问题
12,2018,1,2018-1,浙江社会科学,8.0,8.0,0.0,0.0,0.0,1.0,1.0,3.0,116.0,0.375,14.5,0.375,14.5,3.0,7486.0,935.75,0.375,2994.0,0.0,0.0,0.0,0.0,从身份壁垒到市场性门槛:农民工政策40年☀“经典重估”与“理论重构”☀2018年第1期期刊要览☀从“以知解独”到“以自解独” ——论阳明学派慎独工夫转向及其哲学意义☀设区的市地方立法的范围之解释☀设区的市地方立法权“限制条款”及其妥当性☀作为建构性的跨文化误读——以顾彬为中心☀重访尖山下村
13,2018,2,2018-2,浙江社会科学,5.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,40.0,0.2,8.0,0.2,8.0,1.0,2375.0,475.0,0.2,1173.0,0.0,0.0,0.0,0.0,后结构主义与实践哲学之间的张力和对话☀宪法学视野中的行政立法裁量☀当代公众专题史建构的类型、路径及意义☀2018年第2期期刊要览☀对作为一种“政治哲学”的阳明心学之省思——徐复观《一个政治家的王阳明》发微
14,2018,3,2018-3,浙江社会科学,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,6.5,0.0,6.5,0.0,1623.0,811.5,0.0,1320.0,0.0,0.0,0.0,0.0,区域市场化进程中的“有效政府”及其演进逻辑——“浙江现象”中的政府角色之40年回顾☀2018年第3期期刊要览
15,2018,4,2018-4,浙江社会科学,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,31.0,0.0,7.75,0.0,7.75,0.0,3966.0,991.5,0.0,2349.0,0.0,0.0,0.0,0.0,新时代高质量发展呼唤高素质的浙商☀浙江省“最多跑一次”改革的基本经验与未来☀2018年第4期期刊要览☀崇高论美学与现代艺术审美范型描述
16,2018,5,2018-5,浙江社会科学,5.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,36.0,0.2,7.2,0.2,7.2,1.0,2635.0,527.0,0.2,869.0,0.0,0.0,0.0,0.0,略议中国古代的廉政诗歌☀会聚认知增强的伦理争论☀全球化中的物质主义与后物质主义☀2018年第5期期刊要览☀从崛起到鼎盛：魏晋经学“中衰”论辨正
17,2018,6,2018-6,浙江社会科学,4.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,27.0,0.75,6.75,0.75,6.75,3.0,2201.0,550.25,0.75,986.0,0.0,0.0,0.0,0.0,人工智能辅助刑事裁判的不确定性风险及其防范 ——美国威斯康星州诉卢米斯案的启示☀智慧司法：实现司法公正的新路径及其局限☀论人工智能的法律主体资格☀2018年第6期期刊要览
